Tanggal,P,Wf,Wl,gate
28-01-2024,0,0.19579420155203,0.871466666666667,20.2168512381003
29-01-2024,0.5,0.0969781173491161,0.815733333333333,14.437929224156
30-01-2024,38.6,3.835253830195,0.923733333333333,51.868689229814
31-01-2024,21.35,5.8647776224334,0.9408,54.7534532554885
01-02-2024,27.1,4.82991775241226,1.05413333333333,60.7577665123043
02-02-2024,13,4.05450166488331,1.0704,60.3261939384977
03-02-2024,0.2,1.37110675784585,1.07146666666667,40.9785031678038
04-02-2024,2.7,0.340289297691822,1.0712,34.8194604794069
05-02-2024,10.6,1.39050843462028,1.11626666666667,45.3711672508005
06-02-2024,113.15,13.4454834650858,1.5,91.9218725448104
07-02-2024,34.75,16.2172830681328,1.5,92.010555412726
08-02-2024,0,3.89203967576276,1.5,83.9691129168546
